id,char
蔗,蔗
瀨,瀨
琵,琵
橇,橇
引,引
酸,酸
邦,邦
沙,涉
晨,冕
駙,駙
痢,痢
涉,涉
鴆,俠
西,西
寐,寐
仿,仿
敘,敘
焊,焊
條,屍
奇,奇
居,居
幹,幹
旖,旖
瑪,瑪
鎊,鎊
埋,娌
騁,騁
矮,矮
巔,巔
矽,矽
戡,戡
閘,團
酊,酊
屯,屯
首,首
禪,禪
曦,曦
果,要
諭,諭
旌,旌
粱,泱
仄,仄
臨,綵
觴,觴
未,木
或,或
衛,衛
誌,誌
呈,呈
廿,苔
丸,丸
柱,淫
餾,餾
菊,旬
豹,豹
酌,酌
墨,墨
慄,慄
冀,冀
苓,苓
戈,戈
澡,淙
飯,鮑
靄,靄
時,旺
蠹,蠹
膛,膛
鐃,鐃
范,范
待,待
效,效
壽,壽
譴,遊
武,武
街,衍
生,生
莊,莊
頑,頑
蜴,蜴
埂,圾
專,專
禧,禧
鬼,鬼
貌,貌
呸,呸
儒,儒
霏,罪
矣,矣
斂,斂
掄,掄
鍬,揪
嗆,嗆
迭,迭
悲,悲
雅,甜
辰,辰
柞,柞
鈐,鈐
炭,炭
聞,聞
箔,箔
釦,釦
彥,彥
壘,壘
禱,禱
恍,恍
切,切
剛,剛
妮,妮
賂,賂
章,章
透,透
鈸,跋
它,它
弓,弓
典,央
益,益
脈,脈
蟆,蟆
崁,崁
害,害
狗,肉
瑪,瑪
粹,粹
鎊,鎊
斫,斫
剋,剋
砂,秒
億,廣
瓜,風
悽,悽
飪,飪
恥,恥
蓿,蓿
班,琅
嬪,嬪
瞟,瞟
姿,娑
囁,囁
吮,吭
緻,紙
璦,璦
月,月
駝,駝
墳,蜂
獄,獄
桅,桅
氾,氾
展,屜
慮,霸
未,未
殲,殲
揍,揍
借,估
澳,梁
吱,吱
還,漫
持,持
謹,譴
茗,茗
破,破
乏,乏
疫,疼
樁,樁
喳,喳
桀,桀
蠶,蠶
畝,畝
蝙,蝙
她,她
飢,飢
供,傑
齲,齲
核,核
准,准
夥,夥
襤,襤
醋,酷
杭,杭
儈,儈
迫,迫
撞,撞
姨,姨
十,十
魯,魯
審,審
嘩,嘩
鍛,銳
臘,臘
訓,訓
蚊,蛟
嗯,嗯
升,升
草,草
歇,歇
切,切
軸,軸
礦,礦
齊,齊
淳,淳
極,極
鍰,鍰
便,便
晴,暗
在,在
嗥,舜
戲,戲
膊,膊
脾,脾
孩,孩
搭,搽
炯,炯
荒,荒
洗,扎
垠,琅
卯,卯
流,流
儀,儀
玟,球
同,固
神,神
盯,盯
誰,詮
准,准
葉,子
吞,吞
蔔,尊
寥,寥
癱,疵
奔,奔
槐,槐
倌,倌
讀,漬
忘,忘
髦,髦
鰾,鰥
穹,穹
雛,雛
洱,洱
幣,常
修,修
莞,莞
炭,岌
霑,霑
鞦,鞦
矯,矯
暖,暖
晏,晏
照,照
舂,舂
睿,睿
洗,洪
膈,膈
授,授
撻,撻
競,競
子,子
狐,抓
勻,勻
陣,陣
孔,乩
腎,腎
黎,黎
匠,匠
杞,杞
翻,翻
賅,賅
瞧,曉
啾,啾
魁,魁
噯,唆
剝,剝
場,場
憧,憧
汲,汲
蛛,蛛
拽,拽
楫,緝
舷,舷
願,願
裴,裴
笞,笞
兔,兔
瞿,翟
戈,洽
季,否
悴,悴
墮,墮
聊,聊
盔,叵
窕,窕
瑟,瑟
躁,蹼
霓,霓
隸,隸
參,參
駢,駢
廢,餞
銓,銓
戚,戚
棹,棹
蜘,蜘
果,果
創,創
妖,妊
郁,郁
等,娶
焚,焚
珍,瑤
惺,惺
建,連
碎,碎
工,工
灣,潛
揀,揀
冷,冷
崛,崛
延,延
譚,譚
數,數
不,不
睿,睿
芥,芥
劑,劑
醣,醣
芋,芋
靶,靶
葡,菊
灸,灸
嫉,嫉
尬,尬
嗦,嗦
癘,癢
礦,曠
宴,宴
恃,恃
蹋,蹋
足,天
倍,倍
坑,杭
鹹,攔
垂,垂
擘,擘
娠,悵
祈,祈
瓷,瓷
塞,富
箱,箱
垂,垂
淑,淑
激,稅
藺,藺
汙,汙
繃,紼
俯,俯
這,這
緝,緝
麼,麼
菸,央
鰥,鰥
沉,沉
隻,隻
叱,叱
茹,茹
冤,冤
丟,去
鼬,鼬
贅,贅
饒,饒
羚,羚
嘀,嘀
受,受
翡,翡
詮,詮
雉,雉
炳,炯
的,的
瘀,瘀
叨,叨
祖,阻
趨,趨
里,里
始,娼
眩,眩
盜,盜
瓶,瓶
牛,牛
維,繼
峭,峭
齦,齦
辭,辭
背,背
傯,傯
請,請
因,因
濛,濛
真,漬
翔,翔
類,類
荸,荸
壕,壕
夔,夔
驕,驕
橄,檄
闈,闡
鐳,鐳
鬥,鬥
滴,滴
週,迴
菩,菩
歉,歉
阿,阿
弔,弔
乃,乃
意,意
瑚,瑚
囤,四
結,結
駭,駭
饜,靨
愜,愜
蚪,蚪
且,且
愣,愣
帖,帖
織,絨
殲,讖
杖,杖
鳩,娼
紜,紙
澀,澀
遙,遙
賊,賊
囈,囈
苦,苔
部,部
寺,子
皺,皺
妻,妻
偉,償
尺,尺
妝,妝
韆,韆
松,松
賒,賒
沱,沱
恤,恤
氟,氟
飴,餡
蓆,蓆
壺,壺
滲,淺
老,老
芹,芹
滇,滇
赦,赦
鞍,鞍
靶,靶
腔,腔
凍,凍
工,工
寮,寮
刨,刨
秧,秩
籍,籟
浦,浦
抑,拘
急,急
茁,茁
榛,榛
畦,畦
珀,瑙
衝,鈣
熱,熱
狙,狙
札,札
墅,墅
肩,肩
瞇,瞇
驛,驛
退,還
超,超
攻,泛
塞,霎
穫,稷
金,金
膠,喝
清,清
靄,靄
灑,灑
覲,覲
萄,兌
戶,戶
塔,塔
耳,耳
惶,惟
猶,猶
農,農
拔,拔
任,住
壙,墀
咄,咕
瞑,瞑
犒,稿
蚯,虹
敵,敵
請,請
繕,繕
麋,麋
挫,挫
姪,娛
燥,蟻
悸,悸
詔,詔
訂,訂
罄,罄
琅,琅
片,片
漿,漿
鑄,鑄
麝,腐
譯,譯
糖,糖
攤,攤
唬,唬
柿,柿
吆,吮
頂,頂
襯,襯
峻,峻
簸,簸
隋,隋
習,駕
走,差
窠,案
媽,媽
榜,榜
彬,彬
么,么
猾,狷
吭,吭
折,梆
線,稼
購,購
碩,碩
拴,拴
怒,恕
咄,啦
勗,勗
圾,圾
嵩,嵩
就,誡
藻,藻
櫚,櫚
陶,跼
鄂,鄂
徑,經
巒,蠻
俚,俚
情,情
啣,啣
討,討
鄭,計
鞦,鞦
欲,欲
遊,遊
姒,姒
橢,橢
蟈,蟈
串,串
樟,樟
宇,字
痘,痔
仆,仆
瞰,瞰
訖,訖
攝,攝
弘,弘
座,庠
李,李
瓣,瓣
荀,荀
況,況
睦,睦
暢,暢
變,變
爵,鶉
門,鬥
菜,菜
綢,綢
岷,岷
庠,串
菅,菅
罹,罹
辛,辛
識,識
妍,妍
壙,壤
惆,惘
鳴,鳴
泰,首
伐,我
爻,支
欽,敘
該,該
沈,沈
譁,譁
嗜,嗜
裡,裡
壕,壕
診,診
劈,劈
氛,氛
跨,跨
喧,喧
屆,屆
修,修
邱,邱
沫,沫
桶,桶
蘸,蘸
尾,尼
滔,滔
適,適
明,明
孫,孫
浙,浙
野,評
薩,薩
效,效
鬆,鬆
癌,癌
姚,佻
搪,塘
黛,薰
曷,吝
倩,倩
炫,炫
唸,唸
鏘,硝
盞,盞
欺,欺
袋,灸
巖,巖
灘,灘
惠,惑
傾,傾
軼,軼
顱,顱
韶,韶
濾,遽
殊,殘
置,置
偃,偃
訊,訊
昌,昌
誡,誠
匡,匡
磷,鋒
鴻,鴻
贊,贊
囉,鑼
蛾,娥
自,自
渴,渴
排,排
志,志
模,煤
瑕,瑕
課,課
隕,隕
槍,槍
齬,齬
云,云
略,略
餅,餅
喘,喘
幛,幛
省,省
巫,巫
禹,禹
糞,冀
麓,麓
以,以
乖,要
炎,炎
齡,齡
倌,倌
差,差
舜,舜
羨,羨
葡,葡
疽,疽
涯,涯
礬,礬
瑩,瑩
丹,丹
麋,麋
俳,肉
吸,吸
孓,孓
鈾,鉤
脣,脣
癘,痛
腺,腺
馱,馱
庭,庭
惜,惰
柄,柄
時,明
木,木
鑠,鑠
網,綢
佝,飼
餛,餛
蘚,蘇
藕,藕
佣,佣
靨,靨
喲,喲
裂,裂
赭,赭
遭,豐
撈,撈
諂,諂
減,減
靜,靜
柞,株
晨,晨
諒,諒
浩,浩
匾,匾
飢,朗
影,影
沒,沒
碉,碉
鎔,溶
楓,鳳
晃,叉
湛,湛
饜,饜
劃,劃
叩,叩
傀,倪
霹,霹
勃,勃
閥,閡
寞,寞
俏,俏
勗,勗
房,房
鷂,鷂
痔,痰
霹,霹
蘭,蘭
乒,乒
螃,適
的,的
浬,浬
閤,閤
螟,螟
茸,茸
菌,藏
講,講
斯,斯
偺,偺
黜,黜
沱,沱
碼,砥
永,永
祆,祆
吒,吒
馳,馳
蹙,蹙
威,威
匣,匣
錐,錐
娃,娃
儉,兔
莊,莊
峻,峻
尚,尚
褥,裨
瓶,瓶
杖,杖
福,梧
矩,短
庾,庾
書,書
禽,禽
霉,霉
刷,刷
理,理
胛,胛
愈,愈
辮,辯
獄,秣
窘,窘
茉,茉
祁,祁
局,局
脖,脖
嫖,喋
明,明
駑,駑
駟,駟
湃,湃
剃,剃
鬱,鬱
貓,貓
愈,愈
密,密
膜,睫
演,涼
淌,沽
骨,骨
焊,焊
鵬,鵬
昆,昆
菸,充
蘊,適
效,效
梟,梟
沼,沼
絲,紙
瘠,瘠
罹,罪
驃,驃
顆,顎
炬,炬
撥,撰
甫,甫
佰,估
除,陪
罐,罐
歉,歉
餞,餞
梯,梯
援,援
志,詠
燧,燧
恰,恰
剌,剌
槽,佛
胳,胳
札,札
簇,簇
哮,哮
幟,幟
透,透
覲,颯
袱,袱
刀,刁
皖,皖
竟,毫
隘,隘
拔,撥
零,零
閔,閔
亂,紙
稀,歟
櫚,櫚
十,十
叼,叼
茱,朱
民,民
屑,屑
麗,麗
熟,熟
炳,炳
梭,梭
涼,流
舂,舂
覽,覽
笆,笆
宰,宰
綠,結
智,智
斃,斃
格,格
呆,呆
寒,寒
靄,靄
煙,煙
眨,眨
冒,冒
莞,莞
帖,帖
控,控
閑,用
濡,濡
勗,勗
諧,諧
矓,矓
畫,晝
漠,澄
濯,濯
乙,乙
蝠,蝠
苑,苑
牖,牖
蓿,蓿
種,種
舂,舂
焰,焰
收,收
耜,耜
糸,糸
筐,智
介,介
麻,亦
齒,齒
溝,溝
瞠,啦
稔,稔
轔,轔
剌,剌
漾,漾
頓,頓
訥,訥
嘎,咱
緘,絨
帷,帷
舔,舔
候,便
性,仳
軒,軒
紳,紳
娓,崛
尿,尿
抑,拚
浸,浸
鹿,鹿
謝,榭
奪,奪
刮,刮
佃,佣
左,左
獷,獷
黃,黃
狹,狹
食,食
慘,慘
另,另
蓉,蓉
嚨,嚨
鏤,鍵
鴦,鴦
瀉,瀉
莠,莠
赳,赳
蹋,蹋
基,基
悅,悅
備,備
泄,泄
雁,雁
螃,螃
黎,黎
標,探
跼,跼
遨,遨
卹,邱
貓,貓
鞍,哉
氖,泉
鋼,銅
漪,漪
鼠,鼠
辯,辯
售,售
痱,痔
可,可
奕,奕
踱,踱
桃,桃
蝠,鐳
撐,撐
蟋,蟋
褸,襠
媾,媾
乎,乎
沁,沁
縊,縊
黨,晏
噢,噢
支,戈
綾,綾
六,六
倨,倨
瞭,賒
鐃,鐃
凸,凸
帶,帶
頓,頓
機,機
旱,旱
搽,搽
汀,汀
黛,黛
觀,觀
訕,託
醞,醞
蠶,鈣
抽,抽
粒,粒
澹,澹
滓,滓
跡,跡
儂,儂
餾,餾
賄,賄
片,片
貶,貶
逍,逍
爸,爸
昔,昔
黴,黴
衣,衣
樓,樓
禾,禾
漂,漂
郭,郭
爾,爾
肯,青
廁,廁
兌,兌
拿,孚
貸,後
韓,韓
椒,椒
祿,祿
醬,醬
昭,昭
扈,忌
諱,諱
肴,肴
衛,衛
糙,糙
霧,霧
註,託
飼,飼
國,國
雕,賒
奶,奶
謹,謹
酊,酊
痲,痲
尼,戾
慟,勦
姚,姚
簪,簪
桃,挑
腮,腮
灤,灤
癌,癌
伍,伍
輛,輛
謀,謀
懦,懦
曖,曖
磅,磅
刮,剖
鄱,鄱
釋,樽
搜,嫂
咪,咪
丞,丕
孩,孩
妮,妮
塑,塑
帶,今
隴,隴
蹙,蹙
彼,彼
田,田
戛,戛
磺,磺
轔,轔
氮,氮
鈾,鈾
環,環
唐,唐
了,了
裝,裝
梱,梱
賓,賓
檄,檄
憎,確
衢,衢
映,映
狄,狄
叭,叭
味,味
岌,岌
渤,渤
訐,訐
榜,榜
跆,跆
鏍,鏍
闊,闆
鰍,鰍
噸,嗾
阻,風
赧,赧
嗇,嗇
沮,週
芝,芙
騫,騫
閱,閱
驢,驢
噴,噴
蛇,蛇
嫩,燉
涉,涉
崛,崛
獺,獺
聯,聯
搖,搖
鑣,鏡
漿,漿
褂,褂
遮,速
肪,肪
輊,輊
銜,銜
笙,笙
聰,聰
康,床
鐳,鐳
鑾,鑾
挫,拴
凳,凳
鋅,鋅
恫,惆
摘,摘
飼,飼
楠,楠
謹,謹
閑,閉
癒,瘠
拎,拎
坐,坐
隅,陴
飩,飩
幣,幣
鱔,鱔
微,微
瞌,瞌
煉,煉
卡,大
翅,翅
雉,旌
鑰,鑰
菽,菽
潮,潮
摟,摟
震,震
漣,漣
紜,紜
呃,吒
佻,佻
濛,濛
龔,龔
褸,禪
莖,莖
須,須
槌,極
檜,檜
霓,霓
祚,祚
臀,臀
臉,臉
驅,驅
嫣,嫣
宇,宇
事,專
梔,懊
鱗,鱗
畔,畔
燜,燜
氤,氤
暑,暑
嗦,嗦
準,準
群,燕
旦,江
啕,啕
酋,酋
土,土
軍,要
濟,濟
赤,疚
飛,飛
逢,逢
黯,黯
奕,奕
方,方
筠,筠
霖,霖
裸,祺
狹,狹
莢,莢
關,關
榴,榴
口,口
律,律
蕊,蕊
鸞,鷥
僱,僱
巡,巡
鼴,鼴
捐,捐
塭,塭
褪,褪
停,停
楚,楚
甄,甄
婀,婀
曹,蕾
扯,扯
剝,剝
盤,般
譴,譴
銻,銻
慝,慝
晴,晴
奩,奩
蹋,頗
恫,惆
戍,戍
矢,先
竿,竿
川,川
贈,贈
冗,冗
琥,琥
舛,舛
化,化
亭,亭
秋,秋
駢,駢
換,換
鈴,鈴
屠,扈
丞,丞
冥,冥
曾,曾
陝,陝
復,復
漲,漲
澄,澄
壓,壓
綴,綴
槓,槓
頊,頊
笆,笆
跺,跺
極,極
釵,釵
屐,屐
尖,尖
蹼,蹉
鯉,鯉
坊,垮
我,羽
住,佳
偉,偉
礪,礪
露,窪
沾,沾
杭,杭
路,路
胡,胡
皖,皖
酣,酣
蛋,蛋
喟,喝
彫,彫
儼,儼
俱,俱
柵,柵
懲,懲
筍,筍
蹶,豚
風,風
團,團
跑,跑
盛,盛
磯,磯
菴,菴
枴,枴
紡,純
吶,吶
憊,憊
績,績
胞,胞
異,異
葷,載
犛,犛
梗,梗
堊,堊
役,役
說,說
兵,兵
皴,皴
稈,稈
綱,綢
訴,訴
毽,毽
諉,諉
珊,珊
日,目
巴,巴
惠,惠
盔,盔
篇,篇
輦,輦
扎,扎
瑁,理
侏,侏
符,每
釧,釧
陋,陋
裡,裡
胛,胛
恨,颯
層,眉
黃,黃
盼,盼
勒,勒
霆,霆
洞,雨
資,貪
我,我
喝,喝
汞,汞
諫,鍊
雕,彫
剁,剁
駐,駐
點,黠
觀,觀
謗,謗
餿,餿
班,班
晉,雲
鍛,鍛
遠,袁
燈,燈
遑,退
提,提
帶,帶
婦,婦
家,冢
籮,籮
書,書
挑,挑
碎,碎
辦,辨
爛,爛
洌,洌
兄,兄
盹,盹
獅,獅
蕩,蕩
帚,帚
俘,佳
頰,頰
雖,雖
抗,扼
倭,倭
瞭,瞟
蹉,踫
暢,鴨
現,現
宴,寥
院,院
鑼,鑼
駱,駱
尹,尹
鈴,鈴
綽,紳
蒸,蒸
汝,汝
棟,棟
俑,俑
竿,竽
喻,喻
遵,遵
姊,姊
窯,駕
撇,撇
酥,酥
籌,籌
翔,翔
統,鈴
豐,豐
羈,羈
傷,觴
燧,燧
卷,卷
蟯,蟯
瑁,瑁
祆,祆
包,包
磋,砭
磊,磊
窮,窮
伽,伽
紂,紂
倖,倖
注,注
溶,溶
襪,襪
嘔,噎
煉,煉
貨,貨
更,更
釉,釉
酣,酣
埃,糸
鋒,鋒
達,達
燒,燒
乾,乾
卡,卡
安,安
窪,窪
掘,掘
盹,盹
脣,脣
幼,幼
甬,添
併,併
氧,氧
潭,潭
誌,誌
件,件
嚴,嚴
醉,醉
吳,吳
上,上
儘,儘
反,反
乞,乞
皈,舨
摺,擂
濬,濬
繞,繞
府,庇
騰,騰
帆,帆
慝,慝
鑿,鑿
側,側
取,取
嬋,嬋
霾,窮
卓,字
棋,棋
粵,粵
纖,織
步,步
幌,幌
慟,慟
曲,田
臣,匠
榕,槍
疫,疫
忘,忘
娘,娘
窘,究
咕,唁
厲,厲
嬰,嬰
飽,飽
釦,釦
啼,啼
象,象
再,再
爆,爆
士,士
由,由
從,役
裸,裸
輾,輾
拜,稈
城,孩
鯨,鯨
銬,銬
甭,甭
澈,澈
鰍,鰍
鏤,鏤
巍,巍
裊,裊
焦,焦
捫,奸
難,難
豹,豹
症,症
撫,採
蹺,蹺
馭,馭
楠,棉
堂,堂
邕,邕
帷,性
濁,濁
麝,麝
節,竹
輊,輕
彗,彗
古,古
骯,骯
鋸,鋸
鏖,鏖
阿,阿
轟,轟
跋,跋
耀,櫂
楫,楫
讓,讓
啡,啡
滯,沸
秩,祆
霹,霹
誣,訌
懂,懂
繕,繕
燎,燉
鏍,鋸
劣,劣
繆,繆
丫,丫
顱,顱
帆,帆
強,強
撚,撚
櫚,櫚
叛,叛
群,群
茫,茫
褲,褲
糠,糠
中,睬
丈,丈
賂,賂
翠,翠
鳳,鳳
含,谷
稜,稜
始,始
杞,杞
澹,濾
嘖,嘖
欽,欽
承,承
颶,颶
閤,閥
踐,踐
臨,臨
喇,喇
判,判
踟,踟
黯,黯
在,在
己,己
馨,馨
硼,硼
炸,拚
進,進
挺,挺
謀,諧
抿,抿
詠,詠
踫,踫
醋,醋
砧,砝
奴,奴
踹,瑛
瓶,瓶
卒,卒
瞽,瞽
奘,奘
屆,屆
炸,炸
窪,室
啻,啻
伕,佐
慍,慍
旎,旎
報,鞅
鎖,鎊
街,街
票,票
甚,甚
斃,斃
楨,楨
侃,侃
几,几
近,近
卿,卿
扯,扯
文,文
鞠,鞠
烈,裂
夜,夜
勾,分
麓,麓
蛀,蛇
嫗,媚
岷,峨
肩,肩
髯,髯
猛,猛
澹,瀑
鄙,鄙
羲,羲
顱,酋
牘,鑄
逮,違
玄,玄
閤,閩
痲,痲
慾,慾
搪,擂
盤,盤
濯,濯
亟,亟
瀑,瀑
釣,釣
洲,翕
磕,嗑
闔,闔
輔,輔
耘,耘
辨,辨
踫,踫
抵,抵
王,王
坡,坡
齪,齪
卦,卦
頻,頊
厭,厭
里,里
考,考
簍,簍
著,著
匏,匏
琴,琴
逗,逗
讀,贛
碑,碑
鈞,釣
執,執
夏,夏
矗,巍
鷗,鷗
疏,疏
追,垮
酊,酊
幾,幾
出,出
逍,逍
羋,羋
苔,苜
姻,姻
媾,媾
耒,耒
憐,憐
踢,踢
嗾,嗾
赤,赤
鑿,鑿
千,千
礫,嘰
註,註
帛,串
鵬,鵬
廁,廁
喻,瑜
斤,斤
琍,琍
庶,庶
億,億
荔,荔
及,及
喊,喊
即,即
護,護
霖,霖
嵩,嵩
呶,呶
誨,旖
薰,薰
啖,啖
泱,泱
花,花
羹,支
愁,愁
竺,竺
山,山
鑽,鑽
麵,麵
媲,姆
胤,胤
吩,吩
竽,竽
畢,畢
補,補
嗷,嗷
墜,墜
襪,模
樣,梯
菊,菊
捂,捂
鈽,餅
徽,微
酋,酋
濘,濘
慼,慼
邢,邢
悅,悅
謨,謨
渠,渠
膨,膨
縮,縮
頌,頌
湛,湛
輜,輜
哼,哼
豫,豫
振,掖
爍,爍
章,章
螳,螳
罕,罕
墨,亞
怒,智
甩,見
煩,煩
屏,旱
炭,炭
潺,潺
辰,辰
都,郁
姚,絨
董,董
柳,柳
怨,怨
瀏,瀏
梵,梵
漏,漏
偎,健
只,只
戍,成
董,董
瀟,瀟
鱖,鱖
興,興
媛,緩
語,語
裝,裝
杉,杉
賂,賂
犒,犒
妯,栩
扶,扶
失,火
籠,籠
相,相
綻,能
釘,釘
董,董
椰,椰
裹,裹
姜,妥
翹,俎
掃,掃
覽,覽
瀝,瀝
捎,捎
粱,粱
迴,迥
鯉,鯉
搬,搬
蚯,堆
琶,琶
袁,袁
狸,狸
胴,胴
刪,刪
辨,辨
屬,屬
腑,腑
泅,泅
簣,著
牌,牌
銓,銓
蒞,蒞
估,估
褒,褒
包,刨
袒,袒
歹,乃
竽,竽
氖,氖
溺,溺
姣,姣
離,離
醬,醬
僱,僱
操,境
攀,攀
癬,癬
驟,驟
拳,拳
怏,怏
常,常
橫,橫
磬,罄
牘,牘
戲,戲
濁,濁
遣,藍
坩,坩
牟,牟
甸,釗
內,內
摧,摧
騎,騎
垃,垃
炒,抄
蘋,頸
盥,盟
肴,宥
姬,姬
憂,覺
括,抵
干,干
駛,如
毫,毫
鏍,鏍
乍,乍
困,困
昂,昂
芬,芬
儉,儉
瞟,瞟
騖,騖
倡,倡
贊,贊
頒,頒
賀,習
詢,詢
池,池
簧,簧
韌,韌
暈,暈
琊,琊
占,占
咯,咯
臣,臣
舨,舨
夸,令
酗,酗
鄭,鄭
鋼,鋼
畚,吞
轂,轂
使,使
揍,揉
耍,耍
毆,跛
漢,燙
鍛,鍛
肺,肺
呸,呸
繁,繁
丞,丞
恰,恪
乞,乞
闢,闢
碟,碟
汰,洪
嘛,嘛
旎,旎
翳,翳
蝶,碟
愕,愣
半,半
棍,棍
卦,卦
勤,勤
菸,菸
濬,濬
飭,飭
邱,邱
侮,俱
藉,藉
淮,淮
件,件
渣,渣
椅,椅
柑,桔
撬,橇
摑,摑
瘓,瘓
尉,豺
弭,弭
鞦,鞦
嬴,敵
囪,囪
趣,極
塵,塵
閡,閡
講,講
窟,窟
榆,榆
阱,阱
踝,踝
烘,烘
肛,肛
陳,陳
眠,眠
觴,觴
輸,輪
電,暈
鱷,鱷
裁,裁
蕭,簫
漬,漬
緻,絞
瑙,瑙
邪,邪
凌,淺
崛,愉
候,候
守,守
了,了
哼,哼
肉,肉
坪,坪
偷,偷
嫵,嫵
筐,苜
蛙,娃
孳,孳
扼,扼
特,特
氧,氧
揖,揖
氐,氐
受,受
路,路
站,站
忙,忙
冊,拇
契,袈
愴,恰
莫,莫
栽,栽
偃,偃
偎,偎
庫,瘴
溫,溫
聊,聊
蔥,蔥
儷,儷
芳,芳
猥,猥
琊,琊
湊,磺
唳,唆
祿,祿
諜,謊
惜,情
后,后
絨,緘
潭,洋
紡,紡
禧,禧
遴,道
別,剁
禾,禾
喝,喝
昨,昨
努,努
宜,宣
間,閡
權,熔
哩,哩
退,退
邏,邏
球,江
復,命
兢,兢
會,會
鑑,鑑
妳,妳
臟,臟
瞄,睹
苞,苔
選,逕
嗎,嗎
斯,斯
伶,伶
愕,愕
抒,抒
幔,幔
慘,煥
膈,膈
巴,巴
箋,箋
窈,窈
戳,戳
搾,搾
邱,邱
璩,璩
簾,簾
晤,晤
檀,檀
隱,隱
歙,歙
呀,呀
呵,呵
殖,殖
兇,兇
酗,酗
耐,耐
刊,刊
惚,惚
燮,燮
垃,垃
骨,骨
弟,弟
黎,黎
渚,港
窠,宰
瞇,瞇
坐,坐
郭,郭
爹,爹
蕪,蕪
濺,岐
汪,汪
君,君
厭,厭
刈,刈
蜂,蜂
辯,辯
踐,踐
拈,拈
銼,銼
茉,茉
墓,墓
豪,豪
穗,濾
咦,咦
拓,拓
熾,熾
遣,遣
氦,氦
醋,酷
噎,噎
泛,泛
屆,屆
易,易
先,先
碼,褐
幽,幽
喬,喬
牲,牲
冶,冶
抖,抖
蚓,蚓
懣,懣
儼,儼
皮,床
望,望
訴,訴
橢,橢
槁,槁
饒,饒
睦,睦
興,避
渝,渝
珮,珮
泣,泣
擊,擊
標,探
嘗,嘗
倀,倀
噴,嚼
妒,妒
割,割
丟,丟
拖,拖
芍,芍
猾,猾
蚓,蚓
傖,傖
免,兌
茫,茫
始,始
促,促
弒,弒
卮,卮
攪,撈
株,株
翱,翱
意,意
峻,峻
棚,棚
嚏,嚏
鐺,鐺
倀,悵
防,防
原,原
剜,劍
釜,釜
藐,藐
認,認
隆,隆
萱,萱
榔,槨
濺,瀨
口,囚
元,元
奈,奈
舍,舍
痛,痛
簪,簪
剛,剛
蟈,蟈
昧,昧
怒,怒
凳,癸
排,排
鏢,鰾
隱,隱
戾,戾
懼,懵
妒,妒
塾,塾
孽,孽
輸,輸
芝,之
頸,頸
意,童
駝,鴕
訖,訖
徐,徐
拚,拚
君,君
啦,唯
圍,圍
臂,臂
概,概
乳,乳
抱,抱
併,併
踝,諜
垮,垮
術,術
酒,酒
赳,赳
儼,尿
噓,噱
酊,酊
寨,寡
煮,煮
虞,虞
縮,縮
拼,拼
催,催
馴,馴
蕩,蕩
簧,管
倩,捎
擱,攔
壩,塌
較,輓
露,露
都,都
舢,舢
禪,禪
鐮,鐮
昧,味
淆,淆
吳,吳
茅,茅
慢,慢
哄,哄
鄂,鄂
鬨,鬧
弁,弁
貫,貫
鏖,塵
饜,饜
雖,雖
乒,乒
鋅,奸
岑,岑
此,此
踩,踩
崢,崢
嗜,嗜
蜀,蜀
缶,缶
綸,綴
羸,贏
左,太
虹,蚵
學,學
俏,倘
敲,敲
兕,兕
蝸,蜴
鵬,鵬
渲,冷
蚵,蚵
鼇,鼇
蚶,坩
流,洪
贏,贏
死,死
馬,馬
悸,悸
雪,雪
哺,哺
繭,繭
鐵,載
林,林
蚵,蚵
礁,礁
靠,靠
咖,毗
戳,戳
餵,娌
亡,亡
圓,囤
限,肚
捏,捏
獻,獻
桐,桐
朧,朧
樺,棒
窗,窗
高,高
毗,毗
潼,潼
鵡,鵡
錘,錠
尸,尸
談,談
享,享
調,諷
恬,壯
僱,僱
廉,廉
妨,奶
綏,綏
靜,靜
骼,聆
臭,臭
沐,沐
別,別
徐,徐
囉,囉
桑,桑
喬,意
燕,燕
栽,栽
黜,鮑
螟,螟
燭,燭
嬪,妳
殿,殿
齷,齷
攆,攆
錠,錠
雅,雅
閩,閩
寅,寞
蝗,蝗
鷥,鷥
燦,燦
顏,顏
粟,粟
澱,澱
荻,荻
孰,弛
灘,灘
孿,孿
絹,絹
響,響
祕,祕
賃,賃
嗓,嗓
想,想
吃,吃
譬,擘
騎,騎
稅,稅
徹,徹
躡,躡
婷,婷
琊,琊
鏃,鏃
普,普
微,微
係,係
龐,廚
駟,駟
齡,齡
淫,淫
年,午
淄,淄
煜,煜
寮,寮
鴦,鴦
皈,皎
瓜,爪
鸞,鶯
嶇,嶇
翻,翻
廟,廟
會,會
浴,治
嚇,嚇
禁,禁
蹺,蹺
棚,硼
纏,纏
兀,兀
窈,窈
萬,萬
孽,孽
客,索
醞,醞
醜,睡
啜,啜
俳,俳
剔,剔
咻,咻
首,首
奶,奶
筍,筍
洪,洪
詠,詠
鰾,鰾
鮫,鮫
巳,思
猥,猥
輾,轔
袒,袒
麂,麂
腱,瞇
雜,雜
祖,祖
畏,畏
犀,犀
淒,淒
氨,氨
繩,繩
扳,枚
套,套
勁,到
茅,芽
疵,私
闖,闖
鎖,鎖
鑿,鑿
婆,婆
蛭,蛭
歟,歟
佳,任
